"ID","data.city","data.id","data.devices","data.functionality","data.latitude","data.longitude","data.streetAddress","data.storeType","data.zip"
"IDs_V2_3141-6351","Nuenen","5672003","list(deviceState = ""Available"", audioGuidance = TRUE, city = ""Nuenen"", depositStatus = TRUE, functionality = ""Geld storten en opnemen"", geldmaatPlus = FALSE, id = ""812616"", latitude = 51.464705, location = ""5672003"", longitude = 5.550272, openingHours = list(tu = list(""09:00-18:00""), mo = list(""09:00-18:00""), su = list(""00:00-00:00""), th = list(""09:00-18:00""), fr = list(""09:00-18:00""), we = list(""09:00-18:00""), sa = list(""09:00-18:00"")), storeType = ""primera"", streetAddress = ""Hoge Brake 66"", withdrawableDenominations = list(
    ""none""), zip = ""5672GM"")","Geld storten en opnemen",51.464705,5.550272,"Hoge Brake 66","primera","5672GM"
"IDs_V2_3141-6351","Best","5683001","list(deviceState = c(""Unavailable"", ""Available""), audioGuidance = c(TRUE, FALSE), city = c(""Best"", ""Best""), depositStatus = c(FALSE, FALSE), functionality = c(""Geld storten en opnemen"", ""Sealbag-automaat""), geldmaatPlus = c(FALSE, FALSE), id = c(""810143"", ""610083""), latitude = c(51.512051, 51.512051), location = c(""5683001"", ""5683001""), longitude = c(5.394119, 5.394119), openingHours = list(tu = list(""07:00-23:00"", ""07:00-23:00""), mo = list(""07:00-23:00"", ""07:00-23:00""), su = list(""07:00-23:00"", 
    ""07:00-23:00""), th = list(""07:00-23:00"", ""07:00-23:00""), fr = list(""07:00-23:00"", ""07:00-23:00""), we = list(""07:00-23:00"", ""07:00-23:00""), sa = list(""07:00-23:00"", ""07:00-23:00"")), storeType = c(""n/a"", ""n/a""), streetAddress = c(""Hoofdstraat 3"", ""Hoofdstraat 3""), withdrawableDenominations = list(""none"", ""none""), zip = c(""5683AA"", ""5683AA""))","c(""Sealbag-automaat"", ""Geld storten en opnemen"")",51.512051,5.394119,"Hoofdstraat 3","n/a","5683AA"
"IDs_V2_3141-6351","Best","5683003","list(deviceState = ""Available"", audioGuidance = TRUE, city = ""Best"", depositStatus = FALSE, functionality = ""Geldautomaat"", geldmaatPlus = FALSE, id = ""911587"", latitude = 51.51174, location = ""5683003"", longitude = 5.394445, openingHours = list(tu = list(""08:00-21:00""), mo = list(""08:00-21:00""), su = list(""11:00-18:00""), th = list(""08:00-21:00""), fr = list(""08:00-21:00""), we = list(""08:00-21:00""), sa = list(""08:00-21:00"")), storeType = ""albertheijn"", streetAddress = ""Boterhoek 17"", withdrawableDenominations = list(
    ""none""), zip = ""5683AS"")","Geldautomaat",51.51174,5.394445,"Boterhoek 17","albertheijn","5683AS"
"IDs_V2_3141-6351","Best","5683004","list(deviceState = ""Available"", audioGuidance = TRUE, city = ""Best"", depositStatus = TRUE, functionality = ""Geld storten en opnemen"", geldmaatPlus = TRUE, id = ""811081"", latitude = 51.511789, location = ""5683004"", longitude = 5.393083, openingHours = list(tu = list(""09:00-18:00""), mo = list(""09:00-18:00""), su = list(""00:00-00:00""), th = list(""09:00-18:00""), fr = list(""09:00-18:00""), we = list(""09:00-18:00""), sa = list(""09:00-17:00"")), storeType = ""bruna"", streetAddress = ""Boterhoek 94"", withdrawableDenominations = list(
    ""none""), zip = ""5683AW"")","Geld storten en opnemen",51.511789,5.393083,"Boterhoek 94","bruna","5683AW"
"IDs_V2_3141-6351","Best","5684001","list(deviceState = ""Available"", audioGuidance = TRUE, city = ""Best"", depositStatus = FALSE, functionality = ""Geldautomaat"", geldmaatPlus = FALSE, id = ""910715"", latitude = 51.496054, location = ""5684001"", longitude = 5.394551, openingHours = list(tu = list(""08:00-21:00""), mo = list(""08:00-21:00""), su = list(""09:00-18:00""), th = list(""08:00-21:00""), fr = list(""08:00-21:00""), we = list(""08:00-21:00""), sa = list(""08:00-21:00"")), storeType = ""albertheijn"", streetAddress = ""Wilhelminaplein 6"", withdrawableDenominations = list(
    ""none""), zip = ""5684VK"")","Geldautomaat",51.496054,5.394551,"Wilhelminaplein 6","albertheijn","5684VK"
"IDs_V2_3141-6351","Best","5684002","list(deviceState = ""Available"", audioGuidance = FALSE, city = ""Best"", depositStatus = FALSE, functionality = ""Geldautomaat"", geldmaatPlus = FALSE, id = ""910716"", latitude = 51.49712, location = ""5684002"", longitude = 5.39426, openingHours = list(tu = list(""07:00-23:00""), mo = list(""07:00-23:00""), su = list(""07:00-23:00""), th = list(""07:00-23:00""), fr = list(""07:00-23:00""), we = list(""07:00-23:00""), sa = list(""07:00-23:00"")), storeType = ""n/a"", streetAddress = ""Wilhelminaplein 64"", withdrawableDenominations = list(
    ""none""), zip = ""5684VN"")","Geldautomaat",51.49712,5.39426,"Wilhelminaplein 64","n/a","5684VN"
"IDs_V2_3141-6351","Best","5684003","list(deviceState = ""Available"", audioGuidance = TRUE, city = ""Best"", depositStatus = TRUE, functionality = ""Geld storten en opnemen"", geldmaatPlus = FALSE, id = ""812591"", latitude = 51.496906, location = ""5684003"", longitude = 5.3941, openingHours = list(tu = list(""08:00-18:00""), mo = list(""08:00-18:00""), su = list(""10:00-16:00""), th = list(""08:00-18:00""), fr = list(""08:00-20:00""), we = list(""08:00-18:00""), sa = list(""08:00-17:00"")), storeType = ""primera"", streetAddress = ""Wilhelminaplein 20"", withdrawableDenominations = list(
    ""none""), zip = ""5684VL"")","Geld storten en opnemen",51.496906,5.3941,"Wilhelminaplein 20","primera","5684VL"
"IDs_V2_3141-6351","Best","5685001","list(deviceState = ""Available"", audioGuidance = FALSE, city = ""Best"", depositStatus = FALSE, functionality = ""Geldautomaat"", geldmaatPlus = FALSE, id = ""910707"", latitude = 51.50142, location = ""5685001"", longitude = 5.3734, openingHours = list(tu = list(""07:00-23:00""), mo = list(""07:00-23:00""), su = list(""07:00-23:00""), th = list(""07:00-23:00""), fr = list(""07:00-23:00""), we = list(""07:00-23:00""), sa = list(""07:00-23:00"")), storeType = ""n/a"", streetAddress = ""Rendierhei 5"", withdrawableDenominations = list(
    ""none""), zip = ""5685HS"")","Geldautomaat",51.50142,5.3734,"Rendierhei 5","n/a","5685HS"
"IDs_V2_3141-6351","Oirschot","5688001","list(deviceState = c(""Available"", ""Available""), audioGuidance = c(TRUE, FALSE), city = c(""Oirschot"", ""Oirschot""), depositStatus = c(TRUE, FALSE), functionality = c(""Geld storten en opnemen"", ""Sealbag-automaat""), geldmaatPlus = c(FALSE, FALSE), id = c(""810206"", ""610154""), latitude = c(51.502714, 51.502714), location = c(""5688001"", ""5688001""), longitude = c(5.307472, 5.307472), openingHours = list(tu = list(""07:00-23:00"", ""07:00-23:00""), mo = list(""07:00-23:00"", ""07:00-23:00""), su = list(""07:00-23:00"", 
    ""07:00-23:00""), th = list(""07:00-23:00"", ""07:00-23:00""), fr = list(""07:00-23:00"", ""07:00-23:00""), we = list(""07:00-23:00"", ""07:00-23:00""), sa = list(""07:00-23:00"", ""07:00-23:00"")), storeType = c(""n/a"", ""n/a""), streetAddress = c(""Markt 9"", ""Markt 9""), withdrawableDenominations = list(""none"", ""none""), zip = c(""5688AJ"", ""5688AJ""))","c(""Geld storten en opnemen"", ""Sealbag-automaat"")",51.502714,5.307472,"Markt 9","n/a","5688AJ"
"IDs_V2_3141-6351","Oirschot","5688002","list(deviceState = ""Available"", audioGuidance = TRUE, city = ""Oirschot"", depositStatus = FALSE, functionality = ""Geldautomaat"", geldmaatPlus = FALSE, id = ""911734"", latitude = 51.50479, location = ""5688002"", longitude = 5.31314, openingHours = list(tu = list(""08:00-21:00""), mo = list(""08:00-21:00""), su = list(""08:00-21:00""), th = list(""08:00-21:00""), fr = list(""08:00-21:00""), we = list(""08:00-21:00""), sa = list(""08:00-21:00"")), storeType = ""albertheijn"", streetAddress = ""de Loop 55"", withdrawableDenominations = list(
    ""none""), zip = ""5688EW"")","Geldautomaat",51.50479,5.31314,"de Loop 55","albertheijn","5688EW"
"IDs_V2_3141-6351","Oirschot","5688004","list(deviceState = ""Available"", audioGuidance = TRUE, city = ""Oirschot"", depositStatus = TRUE, functionality = ""Geld storten en opnemen"", geldmaatPlus = FALSE, id = ""812863"", latitude = 51.504429, location = ""5688004"", longitude = 5.313119, openingHours = list(tu = list(""09:00-18:00""), mo = list(""09:00-18:00""), su = list(""00:00-00:00""), th = list(""09:00-18:00""), fr = list(""09:00-18:00""), we = list(""09:00-18:00""), sa = list(""09:00-17:00"")), storeType = ""primera"", streetAddress = ""de Loop 45"", withdrawableDenominations = list(
    ""none""), zip = ""5688EW"")","Geld storten en opnemen",51.504429,5.313119,"de Loop 45","primera","5688EW"
"IDs_V2_3141-6351","Son en Breugel","5691001","list(deviceState = c(""Available"", ""Available""), audioGuidance = c(FALSE, TRUE), city = c(""Son en Breugel"", ""Son en Breugel""), depositStatus = c(FALSE, TRUE), functionality = c(""Sealbag-automaat"", ""Geld storten en opnemen""), geldmaatPlus = c(FALSE, FALSE), id = c(""610186"", ""810240""), latitude = c(51.511347, 51.511347), location = c(""5691001"", ""5691001""), longitude = c(5.493215, 5.493215), openingHours = list(tu = list(""07:00-23:00"", ""07:00-23:00""), mo = list(""07:00-23:00"", ""07:00-23:00""), su = list(
    ""07:00-23:00"", ""07:00-23:00""), th = list(""07:00-23:00"", ""07:00-23:00""), fr = list(""07:00-23:00"", ""07:00-23:00""), we = list(""07:00-23:00"", ""07:00-23:00""), sa = list(""07:00-23:00"", ""07:00-23:00"")), storeType = c(""n/a"", ""n/a""), streetAddress = c(""Nieuwstraat 28"", ""Nieuwstraat 28""), withdrawableDenominations = list(""none"", ""none""), zip = c(""5691AC"", ""5691AC""))","c(""Geld storten en opnemen"", ""Sealbag-automaat"")",51.511347,5.493215,"Nieuwstraat 28","n/a","5691AC"
"IDs_V2_3141-6351","Son En Breugel","5691002","list(deviceState = ""Available"", audioGuidance = TRUE, city = ""Son En Breugel"", depositStatus = FALSE, functionality = ""Geldautomaat"", geldmaatPlus = FALSE, id = ""911803"", latitude = 51.51113, location = ""5691002"", longitude = 5.49157, openingHours = list(tu = list(""08:00-22:00""), mo = list(""08:00-22:00""), su = list(""09:00-20:00""), th = list(""08:00-22:00""), fr = list(""08:00-22:00""), we = list(""08:00-22:00""), sa = list(""08:00-22:00"")), storeType = ""albertheijn"", streetAddress = ""17 Septemberplein 9"", 
    withdrawableDenominations = list(""none""), zip = ""5691DG"")","Geldautomaat",51.51113,5.49157,"17 Septemberplein 9","albertheijn","5691DG"
"IDs_V2_3141-6351","Son En Breugel","5691003","list(deviceState = ""Available"", audioGuidance = TRUE, city = ""Son En Breugel"", depositStatus = TRUE, functionality = ""Geld storten en opnemen"", geldmaatPlus = TRUE, id = ""811575"", latitude = 51.511034, location = ""5691003"", longitude = 5.493077, openingHours = list(tu = list(""08:00-18:00""), mo = list(""08:00-18:00""), su = list(""00:00-00:00""), th = list(""08:00-18:00""), fr = list(""08:00-18:00""), we = list(""08:00-18:00""), sa = list(""09:00-18:00"")), storeType = ""primera"", streetAddress = ""Nieuwstraat 30"", 
    withdrawableDenominations = list(""none""), zip = ""5691AD"")","Geld storten en opnemen",51.511034,5.493077,"Nieuwstraat 30","primera","5691AD"
"IDs_V2_3141-6351","Son En Breugel","5694001","list(deviceState = ""Available"", audioGuidance = FALSE, city = ""Son En Breugel"", depositStatus = FALSE, functionality = ""Geldautomaat"", geldmaatPlus = FALSE, id = ""910678"", latitude = 51.51955, location = ""5694001"", longitude = 5.51236, openingHours = list(tu = list(""07:00-23:00""), mo = list(""07:00-23:00""), su = list(""07:00-23:00""), th = list(""07:00-23:00""), fr = list(""07:00-23:00""), we = list(""07:00-23:00""), sa = list(""07:00-23:00"")), storeType = ""n/a"", streetAddress = ""Van Gentlaan 14"", withdrawableDenominations = list(
    ""none""), zip = ""5694SC"")","Geldautomaat",51.51955,5.51236,"Van Gentlaan 14","n/a","5694SC"
"IDs_V2_3141-6351","Helmond","5701001","list(deviceState = ""Available"", audioGuidance = TRUE, city = ""Helmond"", depositStatus = TRUE, functionality = ""Geld storten en opnemen"", geldmaatPlus = FALSE, id = ""812432"", latitude = 51.479377, location = ""5701001"", longitude = 5.656244, openingHours = list(tu = list(""07:00-23:00""), mo = list(""07:00-23:00""), su = list(""07:00-23:00""), th = list(""07:00-23:00""), fr = list(""07:00-23:00""), we = list(""07:00-23:00""), sa = list(""07:00-23:00"")), storeType = ""n/a"", streetAddress = ""Markt 14A"", withdrawableDenominations = list(
    ""none""), zip = ""5701RK"")","Geld storten en opnemen",51.479377,5.656244,"Markt 14A","n/a","5701RK"
"IDs_V2_3141-6351","Helmond","5701002","list(deviceState = ""Available"", audioGuidance = TRUE, city = ""Helmond"", depositStatus = FALSE, functionality = ""Geldautomaat"", geldmaatPlus = FALSE, id = ""912326"", latitude = 51.48405, location = ""5701002"", longitude = 5.6553, openingHours = list(tu = list(""07:00-22:00""), mo = list(""07:00-22:00""), su = list(""08:00-22:00""), th = list(""07:00-22:00""), fr = list(""07:00-22:00""), we = list(""07:00-22:00""), sa = list(""07:00-22:00"")), storeType = ""albertheijn"", streetAddress = ""Torenstraat 1"", withdrawableDenominations = list(
    ""none""), zip = ""5701SH"")","Geldautomaat",51.48405,5.6553,"Torenstraat 1","albertheijn","5701SH"
"IDs_V2_3141-6351","Helmond","5701003","list(deviceState = ""Available"", audioGuidance = FALSE, city = ""Helmond"", depositStatus = FALSE, functionality = ""Geldautomaat"", geldmaatPlus = FALSE, id = ""913895"", latitude = 51.4883, location = ""5701003"", longitude = 5.66764, openingHours = list(tu = list(""07:00-23:00""), mo = list(""07:00-23:00""), su = list(""07:00-23:00""), th = list(""07:00-23:00""), fr = list(""07:00-23:00""), we = list(""07:00-23:00""), sa = list(""07:00-23:00"")), storeType = ""n/a"", streetAddress = ""Dijksestraat 131"", withdrawableDenominations = list(
    ""none""), zip = ""5701AL"")","Geldautomaat",51.4883,5.66764,"Dijksestraat 131","n/a","5701AL"
"IDs_V2_3141-6351","Helmond","5701006","list(deviceState = c(""Available"", ""Available"", ""Available""), audioGuidance = c(TRUE, TRUE, FALSE), city = c(""Helmond"", ""Helmond"", ""Helmond""), depositStatus = c(FALSE, TRUE, FALSE), functionality = c(""Geldautomaat"", ""Geld storten en opnemen"", ""Sealbag-automaat""), geldmaatPlus = c(FALSE, FALSE, FALSE), id = c(""913581"", ""811972"", ""610945""), latitude = c(51.47803, 51.47803, 51.47803), location = c(""5701006"", ""5701006"", ""5701006""), longitude = c(5.65568, 5.65568, 5.65568), openingHours = list(tu = list(
    c(""00:00-01:59"", ""07:00-23:59""), ""07:00-23:00"", ""07:00-23:00""), mo = list(c(""00:00-01:59"", ""07:00-23:59""), ""07:00-23:00"", ""07:00-23:00""), su = list(c(""00:00-01:59"", ""07:00-23:59""), ""07:00-23:00"", ""07:00-23:00""), th = list(c(""00:00-01:59"", ""07:00-23:59""), ""07:00-23:00"", ""07:00-23:00""), fr = list(c(""00:00-01:59"", ""07:00-23:59""), ""07:00-23:00"", ""07:00-23:00""), we = list(c(""00:00-01:59"", ""07:00-23:59""), ""07:00-23:00"", ""07:00-23:00""), sa = list(c(""00:00-01:59"", ""07:00-23:59""), ""07:00-23:00"", ""07:00-23:00"")), 
    storeType = c(""n/a"", ""n/a"", ""n/a""), streetAddress = c(""Kerkstraat 33"", ""Kerkstraat 33"", ""Kerkstraat 33""), withdrawableDenominations = list(""none"", ""none"", ""none""), zip = c(""5701PL"", ""5701PL"", ""5701PL""))","c(""Geldautomaat"", ""Sealbag-automaat"", ""Geld storten en opnemen"")",51.47803,5.65568,"Kerkstraat 33","n/a","5701PL"
"IDs_V2_3141-6351","Helmond","5701009","list(deviceState = c(""Available"", ""Available""), audioGuidance = c(TRUE, TRUE), city = c(""Helmond"", ""Helmond""), depositStatus = c(TRUE, TRUE), functionality = c(""Geld storten en opnemen"", ""Geld storten en opnemen""), geldmaatPlus = c(TRUE, TRUE), id = c(""810517"", ""810518""), latitude = c(51.479037, 51.479037), location = c(""5701009"", ""5701009""), longitude = c(5.656732, 5.656732), openingHours = list(tu = list(""09:00-18:00"", ""09:00-18:00""), mo = list(""12:00-18:00"", ""13:00-18:00""), su = list(""00:00-00:00"", 
    ""00:00-00:00""), th = list(""09:00-18:00"", ""09:00-18:00""), fr = list(""09:00-20:00"", ""09:00-21:00""), we = list(""09:00-18:00"", ""09:00-18:00""), sa = list(""09:00-17:00"", ""09:00-17:00"")), storeType = c(""primera"", ""primera""), streetAddress = c(""Ameidestraat 14"", ""Ameidestraat 14""), withdrawableDenominations = list(""none"", ""none""), zip = c(""5701NP"", ""5701NP""))","Geld storten en opnemen",51.479037,5.656732,"Ameidestraat 14","primera","5701NP"
"IDs_V2_3141-6351","Helmond","5702001","list(deviceState = ""Available"", audioGuidance = FALSE, city = ""Helmond"", depositStatus = FALSE, functionality = ""Geldautomaat"", geldmaatPlus = FALSE, id = ""910690"", latitude = 51.49486, location = ""5702001"", longitude = 5.66779, openingHours = list(tu = list(""07:00-23:00""), mo = list(""07:00-23:00""), su = list(""07:00-23:00""), th = list(""07:00-23:00""), fr = list(""07:00-23:00""), we = list(""07:00-23:00""), sa = list(""07:00-23:00"")), storeType = ""n/a"", streetAddress = ""Nieuwveld 7A"", withdrawableDenominations = list(
    ""none""), zip = ""5702HW"")","Geldautomaat",51.49486,5.66779,"Nieuwveld 7A","n/a","5702HW"
"IDs_V2_3141-6351","Helmond","5702002","list(deviceState = ""Available"", audioGuidance = TRUE, city = ""Helmond"", depositStatus = TRUE, functionality = ""Geld storten en opnemen"", geldmaatPlus = FALSE, id = ""812458"", latitude = 51.495011, location = ""5702002"", longitude = 5.668039, openingHours = list(tu = list(""08:30-18:00""), mo = list(""08:30-18:00""), su = list(""00:00-00:00""), th = list(""08:30-18:00""), fr = list(""08:30-20:00""), we = list(""08:30-18:00""), sa = list(""08:30-17:00"")), storeType = ""primera"", streetAddress = ""Nieuwveld 41"", withdrawableDenominations = list(
    ""none""), zip = ""5702HW"")","Geld storten en opnemen",51.495011,5.668039,"Nieuwveld 41","primera","5702HW"
"IDs_V2_3141-6351","Helmond","5703002","list(deviceState = ""Available"", audioGuidance = FALSE, city = ""Helmond"", depositStatus = FALSE, functionality = ""Geldautomaat"", geldmaatPlus = FALSE, id = ""912995"", latitude = 51.480799, location = ""5703002"", longitude = 5.679967, openingHours = list(tu = list(""07:00-23:00""), mo = list(""07:00-23:00""), su = list(""07:00-23:00""), th = list(""07:00-23:00""), fr = list(""07:00-23:00""), we = list(""07:00-23:00""), sa = list(""07:00-23:00"")), storeType = ""n/a"", streetAddress = ""Geysendorfferstraat 1P"", withdrawableDenominations = list(
    ""none""), zip = ""5703GA"")","Geldautomaat",51.480799,5.679967,"Geysendorfferstraat 1P","n/a","5703GA"
"IDs_V2_3141-6351","Helmond","5704001","list(deviceState = ""Available"", audioGuidance = TRUE, city = ""Helmond"", depositStatus = FALSE, functionality = ""Geldautomaat"", geldmaatPlus = FALSE, id = ""910679"", latitude = 51.470203, location = ""5704001"", longitude = 5.702467, openingHours = list(tu = list(""08:00-21:00""), mo = list(""08:00-21:00""), su = list(""10:00-19:00""), th = list(""08:00-21:00""), fr = list(""08:00-21:00""), we = list(""08:00-21:00""), sa = list(""08:00-21:00"")), storeType = ""albertheijn"", streetAddress = ""Brouwhorst 49"", withdrawableDenominations = list(
    ""none""), zip = ""5704EG"")","Geldautomaat",51.470203,5.702467,"Brouwhorst 49","albertheijn","5704EG"
"IDs_V2_3141-6351","Helmond","5704002","list(deviceState = ""Available"", audioGuidance = FALSE, city = ""Helmond"", depositStatus = FALSE, functionality = ""Geldautomaat"", geldmaatPlus = FALSE, id = ""910844"", latitude = 51.47004, location = ""5704002"", longitude = 5.70137, openingHours = list(tu = list(""07:00-23:00""), mo = list(""07:00-23:00""), su = list(""07:00-23:00""), th = list(""07:00-23:00""), fr = list(""07:00-23:00""), we = list(""07:00-23:00""), sa = list(""07:00-23:00"")), storeType = ""n/a"", streetAddress = ""Overloop 50"", withdrawableDenominations = list(
    ""none""), zip = ""5704EL"")","Geldautomaat",51.47004,5.70137,"Overloop 50","n/a","5704EL"
"IDs_V2_3141-6351","Helmond","5706001","list(deviceState = c(""Unavailable"", ""Available""), audioGuidance = c(TRUE, FALSE), city = c(""Helmond"", ""Helmond""), depositStatus = c(FALSE, FALSE), functionality = c(""Geld storten en opnemen"", ""Geldautomaat""), geldmaatPlus = c(FALSE, FALSE), id = c(""812180"", ""914281""), latitude = c(51.4651, 51.4651), location = c(""5706001"", ""5706001""), longitude = c(5.63413, 5.63413), openingHours = list(tu = list(""07:00-23:00"", ""07:00-23:00""), mo = list(""07:00-23:00"", ""07:00-23:00""), su = list(""07:00-23:00"", ""07:00-23:00""), 
    th = list(""07:00-23:00"", ""07:00-23:00""), fr = list(""07:00-23:00"", ""07:00-23:00""), we = list(""07:00-23:00"", ""07:00-23:00""), sa = list(""07:00-23:00"", ""07:00-23:00"")), storeType = c(""n/a"", ""n/a""), streetAddress = c(""Hoofdstraat 131"", ""Hoofdstraat 131""), withdrawableDenominations = list(""none"", ""none""), zip = c(""5706AK"", ""5706AK""))","c(""Geld storten en opnemen"", ""Geldautomaat"")",51.4651,5.63413,"Hoofdstraat 131","n/a","5706AK"
"IDs_V2_3141-6351","Helmond","5707001","list(deviceState = ""Available"", audioGuidance = TRUE, city = ""Helmond"", depositStatus = FALSE, functionality = ""Geldautomaat"", geldmaatPlus = FALSE, id = ""920080"", latitude = 51.48231, location = ""5707001"", longitude = 5.64252, openingHours = list(tu = list(""07:00-23:00""), mo = list(""07:00-23:00""), su = list(""07:00-23:00""), th = list(""07:00-23:00""), fr = list(""07:00-23:00""), we = list(""07:00-23:00""), sa = list(""07:00-23:00"")), storeType = ""n/a"", streetAddress = ""Wesselmanlaan 25"", withdrawableDenominations = list(
    ""none""), zip = ""5707HA"")","Geldautomaat",51.48231,5.64252,"Wesselmanlaan 25","n/a","5707HA"
"IDs_V2_3141-6351","Helmond","5707003","list(deviceState = ""Available"", audioGuidance = TRUE, city = ""Helmond"", depositStatus = TRUE, functionality = ""Geld storten en opnemen"", geldmaatPlus = FALSE, id = ""813103"", latitude = 51.47669, location = ""5707003"", longitude = 5.645102, openingHours = list(tu = list(""09:00-18:00""), mo = list(""10:00-18:00""), su = list(""00:00-00:00""), th = list(""09:00-18:00""), fr = list(""09:00-18:00""), we = list(""09:00-18:00""), sa = list(""09:00-16:00"")), storeType = ""n/a"", streetAddress = ""Mierloseweg 10"", withdrawableDenominations = list(
    ""none""), zip = ""5707AL"")","Geld storten en opnemen",51.47669,5.645102,"Mierloseweg 10","n/a","5707AL"
"IDs_V2_3141-6351","Helmond","5708001","list(deviceState = ""Available"", audioGuidance = TRUE, city = ""Helmond"", depositStatus = FALSE, functionality = ""Geldautomaat"", geldmaatPlus = FALSE, id = ""911883"", latitude = 51.459906, location = ""5708001"", longitude = 5.610454, openingHours = list(tu = list(""08:00-21:00""), mo = list(""08:00-21:00""), su = list(""09:00-21:00""), th = list(""08:00-21:00""), fr = list(""08:00-21:00""), we = list(""08:00-21:00""), sa = list(""08:00-21:00"")), storeType = ""albertheijn"", streetAddress = ""de Plaetse 87"", withdrawableDenominations = list(
    ""none""), zip = ""5708ZK"")","Geldautomaat",51.459906,5.610454,"de Plaetse 87","albertheijn","5708ZK"
"IDs_V2_3141-6351","Helmond","5708002","list(deviceState = ""Available"", audioGuidance = FALSE, city = ""Helmond"", depositStatus = FALSE, functionality = ""Geldautomaat"", geldmaatPlus = FALSE, id = ""911884"", latitude = 51.45944, location = ""5708002"", longitude = 5.61125, openingHours = list(tu = list(""07:00-23:00""), mo = list(""07:00-23:00""), su = list(""07:00-23:00""), th = list(""07:00-23:00""), fr = list(""07:00-23:00""), we = list(""07:00-23:00""), sa = list(""07:00-23:00"")), storeType = ""n/a"", streetAddress = ""De Plaetse 165"", withdrawableDenominations = list(
    ""EUR5""), zip = ""5708ZK"")","Geldautomaat",51.45944,5.61125,"De Plaetse 165","n/a","5708ZK"
"IDs_V2_3141-6351","Helmond","5708003","list(deviceState = ""Available"", audioGuidance = FALSE, city = ""Helmond"", depositStatus = FALSE, functionality = ""Geldautomaat"", geldmaatPlus = FALSE, id = ""910018"", latitude = 51.48705, location = ""5708003"", longitude = 5.6166, openingHours = list(tu = list(""07:05-23:00""), mo = list(""07:05-23:00""), su = list(""07:05-23:00""), th = list(""07:05-23:00""), fr = list(""07:05-23:00""), we = list(""07:05-23:00""), sa = list(""07:05-23:00"")), storeType = ""n/a"", streetAddress = ""Dorpsstraat 9"", withdrawableDenominations = list(
    ""none""), zip = ""5708GC"")","Geldautomaat",51.48705,5.6166,"Dorpsstraat 9","n/a","5708GC"
"IDs_V2_3141-6351","Helmond","5709002","list(deviceState = ""Available"", audioGuidance = TRUE, city = ""Helmond"", depositStatus = FALSE, functionality = ""Geldautomaat"", geldmaatPlus = FALSE, id = ""910696"", latitude = 51.494891, location = ""5709002"", longitude = 5.692351, openingHours = list(tu = list(""08:00-22:00""), mo = list(""08:00-22:00""), su = list(""10:00-22:00""), th = list(""08:00-22:00""), fr = list(""08:00-22:00""), we = list(""08:00-22:00""), sa = list(""08:00-22:00"")), storeType = ""albertheijn"", streetAddress = ""Dierdonkpark 10"", withdrawableDenominations = list(
    ""none""), zip = ""5709PZ"")","Geldautomaat",51.494891,5.692351,"Dierdonkpark 10","albertheijn","5709PZ"
"IDs_V2_3141-6351","Someren","5711001","list(deviceState = c(""Available"", ""Available""), audioGuidance = c(TRUE, FALSE), city = c(""Someren"", ""Someren""), depositStatus = c(TRUE, FALSE), functionality = c(""Geld storten en opnemen"", ""Sealbag-automaat""), geldmaatPlus = c(FALSE, FALSE), id = c(""813049"", ""611482""), latitude = c(51.38393, 51.38393), location = c(""5711001"", ""5711001""), longitude = c(5.71133, 5.71133), openingHours = list(tu = list(""07:00-23:00"", ""07:00-23:00""), mo = list(""07:00-23:00"", ""07:00-23:00""), su = list(""07:00-23:00"", ""07:00-23:00""), 
    th = list(""07:00-23:00"", ""07:00-23:00""), fr = list(""07:00-23:00"", ""07:00-23:00""), we = list(""07:00-23:00"", ""07:00-23:00""), sa = list(""07:00-23:00"", ""07:00-23:00"")), storeType = c(""n/a"", ""n/a""), streetAddress = c(""Postelstraat 25"", ""Postelstraat 25""), withdrawableDenominations = list(""none"", ""none""), zip = c(""5711EM"", ""5711EM""))","c(""Sealbag-automaat"", ""Geld storten en opnemen"")",51.38393,5.71133,"Postelstraat 25","n/a","5711EM"
"IDs_V2_3141-6351","Someren","5711002","list(deviceState = ""Available"", audioGuidance = TRUE, city = ""Someren"", depositStatus = FALSE, functionality = ""Geldautomaat"", geldmaatPlus = FALSE, id = ""911801"", latitude = 51.38262, location = ""5711002"", longitude = 5.711468, openingHours = list(tu = list(""08:00-21:00""), mo = list(""08:00-21:00""), su = list(""10:00-19:00""), th = list(""08:00-21:00""), fr = list(""08:00-21:00""), we = list(""08:00-21:00""), sa = list(""08:00-21:00"")), storeType = ""albertheijn"", streetAddress = ""Postelstraat 39"", withdrawableDenominations = list(
    ""none""), zip = ""5711EM"")","Geldautomaat",51.38262,5.711468,"Postelstraat 39","albertheijn","5711EM"
